run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,units
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,104,15.368172,1778804298.063169,1.716667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,105,15.384839,1778804298.079835,1.733333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,106,15.401505,1778804298.096502,1.75,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,107,15.418172,1778804298.113168,1.766667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,108,15.434839,1778804298.129835,1.783333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,109,15.451505,1778804298.146502,1.8,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,110,15.468172,1778804298.163168,1.816667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,111,15.484839,1778804298.179835,1.833333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,112,15.501505,1778804298.196502,1.85,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,113,15.518172,1778804298.213168,1.866667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,114,15.534839,1778804298.229835,1.883333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,115,15.551505,1778804298.246502,1.9,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,116,15.568172,1778804298.263169,1.916667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,117,15.584839,1778804298.279835,1.933333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,118,15.601505,1778804298.296502,1.95,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,119,15.618172,1778804298.313169,1.966667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,120,15.634839,1778804298.329835,1.983333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,121,15.651505,1778804298.346502,2.0,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,122,15.668172,1778804298.363168,2.016667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,123,15.684839,1778804298.379835,2.033333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,124,15.701505,1778804298.396502,2.05,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,125,15.718172,1778804298.413168,2.066667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,126,15.734839,1778804298.429835,2.083333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,127,15.751505,1778804298.446502,2.1,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,128,15.768172,1778804298.463168,2.116667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,129,15.784839,1778804298.479835,2.133333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,130,15.801505,1778804298.496502,2.15,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,131,15.818172,1778804298.513169,2.166667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,132,15.834839,1778804298.529835,2.183333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,133,15.851505,1778804298.546502,2.2,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,134,15.868172,1778804298.563169,2.216667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,135,15.884839,1778804298.579835,2.233333,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,136,15.901505,1778804298.596502,2.25,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-15_02-18-02-693,001,001,1,P002,P002.ppm,137,15.918172,1778804298.613168,2.266667,-180.0,92.0,2940,1912,0.82,0.82,0.0,0.0,pix
